year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,brand,car_age,owner_num
2013,270000,80000,CNG,Individual,Manual,Second Owner,5.0,32.52,998.0,58.33,Maruti,13,2
2005,60000,70000,Petrol,Individual,Manual,Second Owner,5.0,17.3,993.0,60.0,Maruti,21,2
2008,150000,89000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1586.0,104.68,Maruti,18,2
2013,525000,69000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,13,2
2012,83000,90000,Diesel,Individual,Manual,Second Owner,5.0,25.0,1396.0,69.0,Tata,14,2
2017,300000,8000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,9,1
2012,350000,35000,Petrol,Individual,Manual,First Owner,5.0,17.0,1197.0,80.0,Hyundai,14,1
2011,300000,45000,Petrol,Individual,Manual,First Owner,5.0,17.0,1197.0,80.0,Hyundai,15,1
2011,250000,30000,Diesel,Individual,Manual,First Owner,5.0,20.4,1248.0,91.2,Fiat,15,1
2006,114999,59000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,20,2
2018,700000,6200,Petrol,Individual,Manual,First Owner,7.0,19.34,1462.0,103.0,Maruti,8,1
2020,250000,120000,Petrol,Individual,Manual,Second Owner,5.0,21.63,998.0,67.0,Maruti,6,2
2016,350000,70000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,10,1
1998,80000,70000,Petrol,Individual,Manual,First Owner,5.0,14.0,796.0,35.0,Maruti,28,1
2017,850000,110000,Diesel,Individual,Manual,First Owner,7.0,15.4,2523.0,75.0,Mahindra,9,1
2004,70000,158000,Petrol,Individual,Manual,First Owner,,,,,Hyundai,22,1
2007,90000,93000,Petrol,Individual,Manual,Third Owner,5.0,18.0,995.0,62.0,Chevrolet,19,3
2014,600000,110000,Diesel,Individual,Manual,First Owner,10.0,13.58,2499.0,72.4,Chevrolet,12,1
2007,135000,57000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,19,1
2005,150000,120000,Petrol,Individual,Manual,First Owner,5.0,13.2,1495.0,94.0,Hyundai,21,1
2009,240000,120000,Petrol,Individual,Manual,First Owner,5.0,17.5,1298.0,85.8,Maruti,17,1
2018,946000,60000,Diesel,Individual,Manual,First Owner,5.0,22.1,1396.0,88.7,Hyundai,8,1
2011,215000,70000,Diesel,Individual,Manual,First Owner,5.0,23.03,1396.0,69.0,Tata,15,1
1999,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,17.3,993.0,60.0,Maruti,27,4
2013,310000,100000,Diesel,Individual,Manual,First Owner,5.0,25.8,1498.0,98.6,Honda,13,1
2008,220000,35000,Petrol,Individual,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,18,1
2008,195000,90000,Diesel,Individual,Manual,Third Owner,5.0,17.8,1248.0,75.0,Maruti,18,3
2015,650000,50000,Petrol,Individual,Manual,First Owner,5.0,17.19,1197.0,81.86,Hyundai,11,1
2011,350000,98000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,80.0,Hyundai,15,1
2013,360000,30000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,82.85,Hyundai,13,1
2013,550000,50000,Petrol,Individual,Manual,Second Owner,5.0,16.3,1797.0,147.5,Hyundai,13,2
2016,490000,26000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,10,1
2011,195000,46000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,15,2
2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,19.7,796.0,46.3,Maruti,16,4
2019,459999,10000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,7,1
2015,275000,16700,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,11,1
2018,680000,70000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,8,1
2015,600000,7967,Petrol,Individual,Manual,First Owner,5.0,20.85,1197.0,83.14,Maruti,11,1
2018,720000,20000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197.0,81.8,Maruti,8,1
2011,295000,50000,Diesel,Individual,Manual,First Owner,,,,,Maruti,15,1
2016,356000,9656,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,10,1
2011,225000,50000,Petrol,Individual,Manual,First Owner,5.0,19.81,1086.0,68.05,Hyundai,15,1
2019,725000,17000,Diesel,Individual,Manual,First Owner,5.0,24.4,1498.0,98.63,Ford,7,1
2010,130000,50000,Petrol,Individual,Manual,First Owner,5.0,18.0,995.0,62.0,Chevrolet,16,1
2015,300000,10000,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,11,1
2013,400000,43000,Petrol,Individual,Manual,Second Owner,5.0,18.5,1197.0,82.85,Hyundai,13,2
2013,550000,50000,Diesel,Individual,Manual,First Owner,5.0,23.5,1396.0,88.7,Hyundai,13,1
2006,120000,90000,Petrol,Individual,Manual,Second Owner,5.0,18.9,998.0,67.0,Maruti,20,2
2012,409999,100000,Diesel,Individual,Manual,Second Owner,8.0,14.0,2498.0,112.0,Mahindra,14,2
2010,110000,80000,Petrol,Individual,Manual,Second Owner,5.0,0.0,1086.0,62.1,Hyundai,16,2
2012,450000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,14,1
2019,610000,5000,Petrol,Individual,Manual,First Owner,5.0,21.21,1197.0,81.8,Maruti,7,1
2016,515000,68609,Diesel,Dealer,Manual,First Owner,5.0,22.7,1498.0,89.84,Ford,10,1
2018,925000,33360,Diesel,Dealer,Manual,First Owner,5.0,22.77,1498.0,98.59,Ford,8,1
2019,860000,14317,Petrol,Dealer,Manual,First Owner,5.0,14.23,1498.0,104.55,Nissan,7,1
2012,225000,87237,Diesel,Dealer,Manual,Second Owner,5.0,20.0,1399.0,68.05,Ford,14,2
2017,500000,62960,Diesel,Dealer,Manual,First Owner,5.0,25.83,1498.0,99.0,Ford,9,1
2017,600000,26634,Petrol,Dealer,Automatic,First Owner,5.0,21.21,1197.0,81.8,Maruti,9,1
2012,195000,163720,Diesel,Dealer,Manual,First Owner,5.0,18.5,1399.0,68.0,Ford,14,1
2012,265000,67998,Petrol,Dealer,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,14,1
2018,650000,20706,Diesel,Dealer,Manual,First Owner,5.0,23.8,1499.0,98.63,Ford,8,1
2015,415000,100581,Diesel,Dealer,Manual,First Owner,5.0,25.83,1498.0,99.0,Ford,11,1
2015,600000,67303,Diesel,Dealer,Manual,First Owner,5.0,20.45,1461.0,83.8,Renault,11,1
2013,340000,79139,Petrol,Dealer,Manual,First Owner,5.0,18.5,1197.0,85.8,Maruti,13,1
2014,350000,84784,Diesel,Dealer,Manual,First Owner,5.0,24.0,1120.0,70.0,Hyundai,12,1
2012,265000,130376,Diesel,Dealer,Manual,Second Owner,5.0,23.2,1248.0,73.94,Maruti,14,2
2017,625000,72000,Diesel,Individual,Manual,First Owner,7.0,13.93,2179.0,138.03,Tata,9,1
2008,245000,127000,Diesel,Individual,Manual,Second Owner,5.0,16.8,1493.0,110.0,Hyundai,18,2
2014,395000,120000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,12,1
2010,190000,120000,Diesel,Individual,Manual,Second Owner,,,,,Fiat,16,2
2014,490000,100000,Diesel,Individual,Manual,First Owner,5.0,24.4,1120.0,71.0,Hyundai,12,1
2012,450000,148000,Diesel,Individual,Manual,Second Owner,,,,,Toyota,14,2
2018,955000,40000,Diesel,Individual,Manual,First Owner,7.0,24.52,1248.0,88.5,Maruti,8,1
2013,525000,110000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,13,1
2017,550000,30000,Petrol,Individual,Manual,First Owner,5.0,20.3,1199.0,84.0,Tata,9,1
2014,200000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.1,1405.0,70.0,Tata,12,2
2017,500000,15000,Petrol,Individual,Manual,First Owner,5.0,18.16,1196.0,86.8,Ford,9,1
2016,825000,33500,Diesel,Individual,Manual,First Owner,5.0,23.65,1248.0,88.5,Maruti,10,1
2012,250000,70000,Diesel,Individual,Manual,First Owner,7.0,17.21,1493.0,100.0,Mahindra,14,1
2015,600000,10000,Petrol,Individual,Manual,First Owner,5.0,18.16,1197.0,78.8,Toyota,11,1
2018,1325000,22053,Diesel,Individual,Manual,First Owner,7.0,16.36,2179.0,120.0,Mahindra,8,1
2016,770000,50000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,10,1
2011,415000,78432,Diesel,Individual,Manual,First Owner,5.0,16.52,1991.0,123.7,Chevrolet,15,1
2011,825000,125000,Diesel,Individual,Manual,Second Owner,7.0,14.66,2199.0,194.3,Hyundai,15,2
2018,530000,80000,Diesel,Individual,Manual,First Owner,5.0,26.1,1498.0,99.23,Ford,8,1
2006,425000,270000,Diesel,Individual,Manual,Third Owner,8.0,12.8,2494.0,102.0,Toyota,20,3
2012,310000,50000,Petrol,Individual,Manual,Second Owner,5.0,19.4,1198.0,86.8,Honda,14,2
2017,390000,20000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,9,1
2016,700000,30000,Petrol,Individual,Manual,First Owner,5.0,15.29,1591.0,121.3,Hyundai,10,1
2010,200000,70000,Petrol,Individual,Manual,Second Owner,5.0,19.81,1086.0,68.05,Hyundai,16,2
2013,1050000,7200,Diesel,Individual,Manual,First Owner,8.0,12.99,2494.0,100.6,Toyota,13,1
2014,580000,97000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498.0,98.6,Honda,12,1
2014,200000,60000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,12,2
2013,245000,25000,Petrol,Individual,Manual,First Owner,5.0,18.2,1199.0,84.8,Chevrolet,13,1
2010,210000,94000,Petrol,Individual,Manual,Second Owner,5.0,20.36,1197.0,78.9,Hyundai,16,2
2005,50000,90000,Petrol,Individual,Manual,Second Owner,5.0,15.4,1590.0,94.0,Maruti,21,2
2012,700000,50000,Diesel,Individual,Automatic,Second Owner,7.0,12.12,2231.0,184.0,Chevrolet,14,2
2019,660000,35000,Diesel,Individual,Manual,First Owner,5.0,22.95,1248.0,74.0,Tata,7,1
2015,630000,117500,Petrol,Individual,Manual,Second Owner,5.0,17.4,1497.0,117.3,Honda,11,2
2012,950000,78500,Diesel,Individual,Manual,First Owner,7.0,15.1,2179.0,140.0,Mahindra,14,1
2018,740000,8000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,8,1
2017,570000,25000,Petrol,Individual,Manual,First Owner,5.0,18.12,1196.0,86.8,Ford,9,1
2012,450000,60000,Diesel,Individual,Manual,Third Owner,5.0,22.32,1582.0,126.32,Hyundai,14,3
2019,390000,10000,Petrol,Individual,Manual,First Owner,5.0,22.5,999.0,67.0,Datsun,7,1
2009,180000,70000,Petrol,Individual,Manual,Second Owner,5.0,14.2,1597.0,92.0,Ford,17,2
2015,130000,60000,Petrol,Individual,Manual,First Owner,4.0,25.4,624.0,37.48,Tata,11,1
2006,270000,70000,Petrol,Individual,Manual,Second Owner,5.0,17.7,1497.0,78.0,Honda,20,2
1997,60000,25000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796.0,37.0,Maruti,29,3
2006,170000,90000,Petrol,Individual,Manual,Third Owner,5.0,13.9,1599.0,103.2,Hyundai,20,3
2015,978999,90000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,11,1
2018,490000,25000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,8,1
2012,280000,60000,Diesel,Individual,Manual,Second Owner,5.0,23.5,1498.0,88.7,Ford,14,2
2018,390000,25000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,8,1
2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,22.74,796.0,47.3,Maruti,13,4
2008,45000,70000,Petrol,Individual,Manual,First Owner,5.0,18.0,995.0,62.0,Chevrolet,18,1
2016,640000,80000,Diesel,Individual,Manual,Second Owner,7.0,24.52,1248.0,88.5,Maruti,10,2
2015,650000,110000,Diesel,Individual,Manual,Second Owner,9.0,15.4,2523.0,75.0,Mahindra,11,2
2013,500000,115717,Diesel,Individual,Manual,First Owner,9.0,12.05,2179.0,120.0,Mahindra,13,1
2008,90000,110000,Diesel,Individual,Manual,Second Owner,5.0,17.7,1399.0,68.0,Ford,18,2
2014,480000,70000,Diesel,Individual,Manual,Second Owner,7.0,15.05,2179.0,147.9,Tata,12,2
2019,630000,4000,Petrol,Individual,Manual,First Owner,5.0,21.21,1197.0,81.8,Maruti,7,1
2011,250000,50000,Petrol,Individual,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,15,1
2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,1197.0,82.0,Hyundai,10,4
2009,180000,70000,Petrol,Individual,Manual,Second Owner,5.0,20.36,1197.0,78.9,Hyundai,17,2
2010,210000,50000,Petrol,Individual,Manual,Second Owner,5.0,18.5,1197.0,80.0,Hyundai,16,2
2016,550000,55000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,10,1
2020,950000,5000,Petrol,Individual,Automatic,First Owner,5.0,17.0,1198.0,108.5,Tata,6,1
2013,430000,100000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523.0,62.1,Mahindra,13,2
2014,348000,23000,Petrol,Individual,Manual,Second Owner,5.0,20.36,1197.0,78.9,Hyundai,12,2
2014,196000,60000,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,12,2
2010,150000,70000,Petrol,Individual,Manual,Second Owner,5.0,18.9,1061.0,67.0,Maruti,16,2
2005,90000,82000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,Hyundai,21,4
2009,150000,60000,Petrol,Individual,Manual,Second Owner,5.0,18.9,1061.0,67.0,Maruti,17,2
2019,1250000,100000,Diesel,Individual,Manual,First Owner,7.0,14.1,2179.0,153.86,Tata,7,1
2015,600000,90000,Diesel,Individual,Manual,Third Owner,7.0,20.77,1248.0,88.76,Maruti,11,3
2010,65000,26432,Petrol,Dealer,Manual,First Owner,4.0,25.4,624.0,37.48,Tata,16,1
2016,220000,46702,Petrol,Dealer,Manual,First Owner,8.0,16.8,796.0,34.2,Maruti,10,1
2016,220000,46706,Petrol,Dealer,Manual,First Owner,8.0,16.8,796.0,34.2,Maruti,10,1
2006,110000,53523,Petrol,Dealer,Manual,First Owner,5.0,16.84,1193.0,64.4,Tata,20,1
2012,175000,56365,Diesel,Dealer,Manual,First Owner,5.0,25.44,936.0,56.3,Chevrolet,14,1
2011,160000,49563,Petrol,Dealer,Manual,First Owner,5.0,16.2,995.0,62.1,Chevrolet,15,1
2004,65000,56432,Petrol,Dealer,Manual,First Owner,4.0,16.1,796.0,37.0,Maruti,22,1
2002,60000,52365,Petrol,Dealer,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,24,2
2007,120000,53512,Petrol,Dealer,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,19,2
2005,110000,53563,Petrol,Dealer,Manual,Second Owner,,,,,Hyundai,21,2
2013,1000000,40000,Diesel,Individual,Automatic,First Owner,7.0,11.18,2696.0,184.0,Mahindra,13,1
2010,220000,46533,Petrol,Dealer,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,16,1
2005,105000,59635,Petrol,Dealer,Manual,Second Owner,,,,,Maruti,21,2
2008,114999,58632,Petrol,Dealer,Manual,Second Owner,5.0,14.0,796.0,35.0,Maruti,18,2
2008,110000,58632,LPG,Dealer,Manual,Second Owner,,,,,Maruti,18,2
2016,850000,80000,Diesel,Individual,Automatic,Second Owner,7.0,16.0,2179.0,140.0,Mahindra,10,2
2016,750000,70000,Diesel,Individual,Manual,First Owner,7.0,24.52,1248.0,88.5,Maruti,10,1
2017,265000,90000,Petrol,Individual,Manual,First Owner,5.0,23.01,999.0,67.0,Renault,9,1
2014,450000,110000,Petrol,Individual,Manual,Second Owner,5.0,14.09,1596.0,99.6,Ford,12,2
2013,225000,90000,Diesel,Individual,Manual,First Owner,7.0,17.21,1493.0,100.0,Mahindra,13,1
2015,1125000,70000,Diesel,Individual,Manual,First Owner,7.0,15.4,2179.0,120.0,Mahindra,11,1
2009,270000,80000,Petrol,Individual,Manual,First Owner,5.0,16.6,1197.0,85.0,Maruti,17,1
2007,130000,78000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,19,1
2017,660000,45000,Diesel,Individual,Manual,First Owner,7.0,16.5,1493.0,70.0,Mahindra,9,1
2015,240000,50000,Petrol,Individual,Manual,Second Owner,5.0,23.95,998.0,67.05,Maruti,11,2
2017,275000,58000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,9,1
2012,750000,120000,Diesel,Individual,Manual,First Owner,8.0,12.8,2494.0,102.0,Toyota,14,1
2007,65000,30000,Petrol,Individual,Manual,Second Owner,5.0,14.7,1150.0,76.0,Chevrolet,19,2
2017,850000,162000,Diesel,Individual,Manual,First Owner,7.0,14.1,2179.0,147.94,Tata,9,1
2016,300000,50000,CNG,Individual,Manual,Second Owner,5.0,26.6,998.0,58.16,Maruti,10,2
2018,555000,25000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1197.0,81.83,Hyundai,8,2
2015,825000,60000,Diesel,Individual,Manual,First Owner,7.0,15.4,1997.0,120.0,Mahindra,11,1
2010,150000,70000,LPG,Individual,Manual,Third Owner,5.0,13.45,1086.0,62.1,Hyundai,16,3
2009,185000,138000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,17,2
2010,180000,70000,Petrol,Individual,Manual,Second Owner,5.0,20.36,1197.0,78.9,Hyundai,16,2
2010,160000,48000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,16,2
2012,500000,110000,Diesel,Individual,Automatic,First Owner,7.0,11.4,2953.0,153.86,Ford,14,1
2014,375000,88000,Diesel,Individual,Manual,Second Owner,5.0,25.2,1248.0,74.0,Maruti,12,2
2015,900000,68000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,11,1
2017,459999,70000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,9,1
2014,480000,80000,Diesel,Individual,Manual,First Owner,5.0,20.45,1461.0,83.8,Renault,12,1
2013,320000,100000,Diesel,Individual,Manual,Third Owner,5.0,22.9,1248.0,74.0,Maruti,13,3
2013,370000,96000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,13,2
2005,80000,123219,Petrol,Individual,Manual,Third Owner,,,,,Hyundai,21,3
2002,75000,30000,Petrol,Individual,Manual,Third Owner,5.0,17.3,993.0,60.0,Maruti,24,3
2016,400000,60000,Diesel,Individual,Manual,Third Owner,5.0,23.2,1248.0,73.94,Maruti,10,3
2005,250000,90000,Petrol,Individual,Automatic,Second Owner,,,,,Honda,21,2
2014,425000,65000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,12,1
2014,325000,48000,Petrol,Individual,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,12,1
2016,350000,65300,Petrol,Individual,Manual,Second Owner,5.0,18.9,1197.0,82.0,Hyundai,10,2
2018,600000,40000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,8,1
2012,120000,60000,Diesel,Individual,Manual,Second Owner,5.0,25.44,936.0,57.6,Chevrolet,14,2
2012,200000,70000,Petrol,Individual,Manual,Second Owner,5.0,20.92,998.0,67.1,Maruti,14,2
2008,100000,70000,Petrol,Individual,Manual,Third Owner,5.0,19.7,796.0,46.3,Maruti,18,3
2014,350000,70000,Diesel,Individual,Manual,Second Owner,5.0,24.0,1120.0,70.0,Hyundai,12,2
2006,85000,150000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,20,2
2019,399000,10000,Petrol,Individual,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,7,1
2014,580000,56000,Diesel,Individual,Manual,First Owner,5.0,22.32,1582.0,126.3,Hyundai,12,1
2017,290000,30000,Petrol,Individual,Manual,First Owner,5.0,22.7,799.0,53.64,Datsun,9,1
2014,380000,50000,Petrol,Individual,Manual,Second Owner,5.0,18.9,1197.0,82.0,Hyundai,12,2
2010,200000,120000,Diesel,Individual,Manual,First Owner,5.0,20.0,1399.0,68.0,Ford,16,1
2018,390000,40000,CNG,Individual,Manual,First Owner,5.0,26.6,998.0,58.16,Maruti,8,1
2017,500000,27500,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,81.86,Hyundai,9,1
2012,520000,73000,Diesel,Individual,Manual,First Owner,7.0,20.77,1248.0,88.76,Maruti,14,1
2017,650000,75000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,9,1
2018,380000,5000,Petrol,Individual,Manual,First Owner,5.0,23.01,999.0,67.0,Renault,8,1
2010,275000,50000,LPG,Individual,Manual,First Owner,5.0,26.2,998.0,58.2,Maruti,16,1
2015,520000,70000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,11,1
2015,610000,60000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,11,1
2004,85000,110000,Petrol,Individual,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,22,1
2013,490000,95000,Diesel,Individual,Manual,First Owner,5.0,20.46,1461.0,83.8,Renault,13,1
2015,229999,34000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,11,2
2015,411000,25000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,11,1
2019,362000,120000,CNG,Individual,Manual,Second Owner,5.0,21.94,1196.0,61.7,Maruti,7,2
2014,550000,31000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.06,Toyota,12,1
2018,459999,70000,CNG,Individual,Manual,First Owner,5.0,26.6,998.0,58.16,Maruti,8,1
2011,190000,47000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,85.8,Maruti,15,1
2019,499000,5000,Petrol,Individual,Automatic,First Owner,5.0,20.3,1086.0,68.0,Hyundai,7,1
2018,358000,44000,Petrol,Individual,Manual,First Owner,7.0,15.37,1196.0,73.0,Maruti,8,1
2012,278000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.59,1364.0,67.1,Toyota,14,2
2014,320000,39395,Diesel,Individual,Manual,First Owner,5.0,21.2,1248.0,75.0,Fiat,12,1
2013,580000,67000,Diesel,Individual,Manual,Second Owner,5.0,20.4,1461.0,108.5,Renault,13,2
2019,1300000,20000,Petrol,Individual,Automatic,First Owner,5.0,17.4,1497.0,117.6,Honda,7,1
2018,825000,40000,Diesel,Individual,Manual,First Owner,5.0,25.8,1498.0,98.6,Honda,8,1
2004,170000,120000,Petrol,Individual,Manual,Second Owner,5.0,13.4,1794.0,125.0,Toyota,22,2
2014,1700000,80000,Diesel,Individual,Manual,Second Owner,7.0,12.55,2982.0,168.5,Toyota,12,2
2018,490000,7000,Petrol,Individual,Manual,First Owner,5.0,20.3,1086.0,68.0,Hyundai,8,1
2018,1050000,15000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,8,1
2016,210000,50000,Petrol,Individual,Manual,First Owner,5.0,18.6,1199.0,76.8,Chevrolet,10,1
2016,1250000,30000,Diesel,Individual,Manual,First Owner,7.0,15.4,2179.0,120.0,Mahindra,10,1
2012,320000,120000,Diesel,Individual,Manual,Second Owner,5.0,22.9,1248.0,74.0,Maruti,14,2
2012,400000,64000,Diesel,Individual,Manual,First Owner,5.0,16.52,1991.0,123.7,Chevrolet,14,1
2013,320000,120000,Diesel,Individual,Manual,First Owner,5.0,23.2,1248.0,73.94,Maruti,13,1
2012,600000,85000,Diesel,Individual,Manual,First Owner,5.0,21.43,1364.0,87.2,Toyota,14,1
2012,275000,50000,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,14,1
2009,170000,59000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,17,2
2012,155000,98000,Diesel,Individual,Manual,First Owner,5.0,25.44,936.0,57.6,Chevrolet,14,1
2012,240000,70000,Diesel,Individual,Manual,First Owner,,,,0.0,Tata,14,1
2011,320000,120000,Diesel,Individual,Manual,Second Owner,,,,,Maruti,15,2
2015,620000,140000,Diesel,Individual,Manual,Second Owner,5.0,20.45,1461.0,83.8,Renault,11,2
2017,530000,50000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,81.86,Hyundai,9,1
2015,550000,40000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.04,Toyota,11,1
2014,600000,90000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498.0,98.6,Honda,12,1
2014,649000,117000,Diesel,Individual,Manual,Third Owner,7.0,15.1,2179.0,140.0,Mahindra,12,3
2014,625000,90000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498.0,98.6,Honda,12,1
2010,125000,70000,Petrol,Individual,Manual,First Owner,5.0,16.0,995.0,63.0,Chevrolet,16,1
2009,305000,230000,Diesel,Individual,Manual,Second Owner,9.0,13.58,2499.0,72.4,Chevrolet,17,2
2010,285000,155000,Petrol,Individual,Manual,Second Owner,5.0,15.5,1586.0,103.3,Maruti,16,2
2015,600000,60000,Diesel,Individual,Manual,Second Owner,5.0,13.49,2179.0,138.03,Tata,11,2
2016,426000,110000,Petrol,Individual,Manual,First Owner,6.0,18.15,1198.0,82.0,Mahindra,10,1
2010,180000,120000,Diesel,Individual,Manual,First Owner,5.0,17.0,1405.0,71.0,Tata,16,1
2011,400000,100000,Diesel,Individual,Manual,Second Owner,5.0,22.32,1582.0,126.32,Hyundai,15,2
2010,120000,40000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1199.0,79.4,Chevrolet,16,2
